"AccessionID","State","OriginLab","SubmittingLab"
"EPI_ISL_15046988","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047026","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047036","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047015","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047037","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047035","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047018","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047025","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047024","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047021","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047023","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047019","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047022","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047029","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047031","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047047","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047028","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047016","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047017","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047040","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047027","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047033","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047038","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047032","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047045","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047049","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047020","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047030","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047039","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047043","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047042","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047048","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047046","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047044","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047050","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047051","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047041","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047054","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047058","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047077","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047055","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047056","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047060","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047069","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047052","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047053","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047062","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047067","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047075","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047057","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047061","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047073","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047068","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047064","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047072","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047070","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047065","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047071","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047063","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047074","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047066","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047089","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047093","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047091","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047092","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047094","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047084","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047095","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047079","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047081","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047059","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047086","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047080","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047083","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047082","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047087","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047088","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047078","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047076","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047090","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047085","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047110","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047109","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047108","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047115","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047119","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047114","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047113","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047112","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047111","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047118","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047117","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047116","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047212","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047229","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047191","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047192","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047188","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047189","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047190","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047186","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047194","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047193","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047299","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047198","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047197","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047278","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047196","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047187","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047195","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047290","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047297","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047298","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047289","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047288","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047295","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047185","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047296","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047287","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047293","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047292","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047291","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047276","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047301","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047294","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047279","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047285","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047304","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047303","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047307","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047282","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047281","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047280","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047286","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047284","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047283","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047300","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047306","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047305","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047302","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047309","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047224","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047223","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047227","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047226","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047199","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047230","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047222","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047228","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047221","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047225","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047231","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047213","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047218","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047207","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047211","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047323","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047322","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047317","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047210","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047201","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047200","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047217","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047216","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047215","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047214","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047205","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047219","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047311","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047313","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047220","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047202","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047209","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047320","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047203","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047208","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047206","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047321","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047204","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047312","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047310","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047319","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047316","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047318","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047315","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047314","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047268","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047273","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047272","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047271","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047267","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047269","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047266","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047265","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047275","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047270","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047254","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047274","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047247","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047257","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047256","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047259","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047239","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047258","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047244","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047260","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047243","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047252","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047246","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047245","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047249","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047248","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047251","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047253","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047233","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047236","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047250","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047235","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047238","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047242","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047234","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047237","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047232","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047241","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047240","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047308","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047261","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047277","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047255","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047262","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047264","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15047263","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15053257","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15053262","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15053260","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15053261","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15053263","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15053258","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15053256","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15053259","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_15057383","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057443","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057381","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057375","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057382","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057408","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057374","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057380","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057378","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057373","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057377","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057376","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057421","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057424","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057420","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057423","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057422","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057425","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057426","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057429","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057427","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057416","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057428","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057410","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057418","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057411","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057414","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057419","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057413","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057447","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057446","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057415","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057402","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057406","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057401","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057400","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057430","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057405","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057440","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057437","Johor","Hospital Muar","UMBI-UKM"
"EPI_ISL_15057439","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057404","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057441","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057409","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057435","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057451","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057450","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057444","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057442","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057445","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057432","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057449","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057448","Melaka","Hospital Melaka","UMBI-UKM"
"EPI_ISL_15057433","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057434","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057394","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057436","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057385","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057389","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057438","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_15057390","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057397","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057393","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057384","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057392","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057388","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057386","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057387","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057399","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057398","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057391","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057403","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057396","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057407","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057395","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057431","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15057412","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057379","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_15057417","Johor","MKA Johor Bahru","UMBI-UKM"
"EPI_ISL_15058617","Selangor","MKAK","MKAK"
"EPI_ISL_15058612","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058610","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058616","Selangor","MKAK","MKAK"
"EPI_ISL_15058611","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058608","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058613","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058618","Selangor","MKAK","MKAK"
"EPI_ISL_15058619","Selangor","MKAK","MKAK"
"EPI_ISL_15058606","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058615","WP Kuala Lumpur","MKAK","MKAK"
"EPI_ISL_15058604","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058605","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058609","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058607","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15058614","Johor","MKA Johor Bahru","MKAK"
"EPI_ISL_15073941","Sarawak","MKAK","MKAK"
"EPI_ISL_15073936","Sarawak","MKAK","MKAK"
"EPI_ISL_15073935","WP Putrajaya","MKAK","MKAK"
"EPI_ISL_15073932","Sarawak","MKAK","MKAK"
"EPI_ISL_15073933","WP Kuala Lumpur","MKAK","MKAK"
"EPI_ISL_15073934","Negeri Sembilan","MKAK","MKAK"
"EPI_ISL_15073942","WP Kuala Lumpur","MKAK","MKAK"
"EPI_ISL_15073939","Selangor","MKAK","MKAK"
"EPI_ISL_15073940","Sarawak","MKAK","MKAK"
"EPI_ISL_15073931","Negeri Sembilan","MKAK","MKAK"
"EPI_ISL_15073938","Sarawak","MKAK","MKAK"
"EPI_ISL_15073948","Sarawak","MKAK","MKAK"
"EPI_ISL_15073949","Sarawak","MKAK","MKAK"
"EPI_ISL_15073937","Sarawak","MKAK","MKAK"
"EPI_ISL_15073945","WP Kuala Lumpur","MKAK","MKAK"
"EPI_ISL_15073943","WP Kuala Lumpur","MKAK","MKAK"
"EPI_ISL_15073944","WP Kuala Lumpur","MKAK","MKAK"
"EPI_ISL_15073946","Negeri Sembilan","MKAK","MKAK"
"EPI_ISL_15073947","Negeri Sembilan","MKAK","MKAK"
"EPI_ISL_15073952","Selangor","MKAK","MKAK"
"EPI_ISL_15073953","Selangor","MKAK","MKAK"
"EPI_ISL_15073954","Selangor","MKAK","MKAK"
"EPI_ISL_15073950","Sarawak","MKAK","MKAK"
"EPI_ISL_15073951","Selangor","MKAK","MKAK"
"EPI_ISL_15078287","Sabah","Klinik Kesihatan Ibu Dan Anak Harington","MKA Kota Kinabalu"
"EPI_ISL_15078272","Sabah","Klinik Kesihatan Luyang","MKA Kota Kinabalu"
"EPI_ISL_15078284","Sabah","Klinik Kesihatan Luyang","MKA Kota Kinabalu"
"EPI_ISL_15078281","Sabah","Klinik Kesihatan Luyang","MKA Kota Kinabalu"
